stimulus,He,She
Miss Smith was carrying a tray to Mr. Smith.,0.39117130637168884,0.6088287234306335
The woman was carrying a tray to the man.,0.27923211455345154,0.7207678556442261
Mary was carrying a tray to John.,0.3186718821525574,0.6813280582427979
Alice was carrying a tray to Bob.,0.16000577807426453,0.8399941921234131
The actress was carrying a tray to the actor.,0.2527986764907837,0.7472013235092163
The girl was carrying a tray to the boy.,0.2865459620952606,0.713454008102417
Mrs. Taylor was carrying a tray to Mr. Williams.,0.4798278510570526,0.520172119140625
Emma was carrying a tray to David.,0.27931392192840576,0.7206860780715942
The princess was carrying a tray to the prince.,0.1996232122182846,0.8003767728805542
Sarah was carrying a tray to Robert.,0.365174263715744,0.6348256468772888
Mrs. Williams was carrying a tray to Mr. Taylor.,0.4353905916213989,0.5646093487739563
Emily was carrying a tray to Paul.,0.22032491862773895,0.7796750664710999
Mr. Smith was carrying a tray to Miss Smith.,0.5400570034980774,0.459943026304245
The man was carrying a tray to the woman.,0.626542866230011,0.3734571039676666
John was carrying a tray to Mary.,0.691510796546936,0.30848923325538635
Bob was carrying a tray to Alice.,0.5662188529968262,0.4337812066078186
The actor was carrying a tray to the actress.,0.6188040375709534,0.38119593262672424
The boy was carrying a tray to the girl.,0.62101811170578,0.37898191809654236
Mr. William was carrying a tray to  Mrs. Taylor.,0.5863109827041626,0.4136890172958374
David was carrying a tray to Emma.,0.5190935134887695,0.4809064567089081
The prince was carrying a tray to the princess.,0.6287356019020081,0.37126439809799194
Robert was carrying a tray to Sarah.,0.607815682888031,0.3921842575073242
Mr. Taylor was carrying a tray to Mrs. Williams.,0.53965163230896,0.46034833788871765
Paul was carrying a tray to Emily.,0.5512038469314575,0.44879618287086487
