Stimuli,he,she
"The woman was flinging a frisbee to the man and, as a result,",0.6608383655548096,0.3391616642475128
"The man was flinging a frisbee to the woman and, as a result,",0.9136685132980347,0.08633144944906235
"The man was kicking a soccer ball to the woman and, as a result,",0.9670889377593994,0.0329110287129879
"The woman was kicking a soccer ball to the man and, as a result,",0.629446268081665,0.3705536723136902
"The woman was lobbing a football to the man and, as a result,",0.6409756541252136,0.3590243458747864
"The man was lobbing a football to the woman and, as a result,",0.8820960521697998,0.11790399998426437
"The man was rolling a toy truck to the woman and, as a result,",0.9612441062927246,0.03875594586133957
"The woman was rolling a toy truck to the man and, as a result,",0.5758752822875977,0.42412474751472473
"The woman was throwing a hat to the man and, as a result,",0.6944507956504822,0.30554917454719543
"The man was throwing a hat to the woman and, as a result,",0.9245625734329224,0.07543738931417465
"The man was tossing a dish towel to the woman and, as a result,",0.8607332110404968,0.13926680386066437
"The woman was tossing a dish towel to the man and, as a result,",0.6837495565414429,0.31625044345855713
"The man was bringing a glass of water to the woman and, as a result,",0.679330587387085,0.32066941261291504
"The woman was bringing a glass of water to the man and, as a result,",0.6093053221702576,0.39069467782974243
"The woman was mailing a letter to the man and, as a result,",0.458585262298584,0.5414147973060608
"The man was mailing a letter to the woman and, as a result,",0.6279605031013489,0.37203943729400635
"The man was sending a fruitcake to the woman and, as a result,",0.5595657825469971,0.4404342770576477
"The woman was sending a fruitcake to the man and, as a result,",0.6791256666183472,0.32087430357933044
"The woman was shipping a package to the man and, as a result,",0.4558996856212616,0.5441002249717712
"The man was shipping a package to the woman and, as a result,",0.8998329639434814,0.10016706585884094
"The woman was transmitting a message to the man and, as a result,",0.6038214564323425,0.39617857336997986
"The man was transmitting a message to the woman and, as a result,",0.5575481653213501,0.4424518048763275
"The man was wiring money to the woman and, as a result,",0.8866174817085266,0.11338252574205399
"The woman was wiring money to the man and, as a result,",0.5561373829841614,0.4438626766204834
"The woman was carrying a tray to the man and, as a result,",0.43936774134635925,0.5606323480606079
"The man was carrying a tray to the woman and, as a result,",0.9361732006072998,0.06382676213979721
"The man was delivering a subpoena to the woman and, as a result,",0.8928662538528442,0.10713377594947815
"The woman was delivering a subpoena to the man and, as a result,",0.5458810925483704,0.4541189670562744
"The man was giving a sweater to the woman and, as a result,",0.861412763595581,0.13858722150325775
"The woman was giving a sweater to the man and, as a result,",0.6393225193023682,0.36067748069763184
"The man was handing a book to the woman and, as a result,",0.6699930429458618,0.3300069570541382
"The woman was handing a book to the man and, as a result,",0.6003508567810059,0.39964917302131653
"The woman was passing a sandwich to the man and, as a result,",0.6425591111183167,0.35744091868400574
"The man was passing a sandwich to the woman and, as a result,",0.7649697661399841,0.2350301891565323
"The woman was serving chili to the man and, as a result,",0.5215111374855042,0.47848883271217346
"The man was serving chili to the woman and, as a result,",0.9213773012161255,0.07862261682748795
